"GEOID","NAME","year","category","estimate","moe"
"47037016900","Census Tract 169, Davidson County, Tennessee",2019,"Adjacent",563700,54927
"47037017000","Census Tract 170, Davidson County, Tennessee",2019,"Adjacent",508200,132441
"47037017100","Census Tract 171, Davidson County, Tennessee",2019,"Adjacent",454300,67601
"47037017200","Census Tract 172, Davidson County, Tennessee",2019,"Adjacent",212400,14073
"47037017300","Census Tract 173, Davidson County, Tennessee",2019,"Adjacent",181600,22279
"47037019200","Census Tract 192, Davidson County, Tennessee",2019,"Adjacent",401500,91469
"47037019300","Census Tract 193, Davidson County, Tennessee",2019,"Adjacent",503400,144250
"47037019400","Census Tract 194, Davidson County, Tennessee",2019,"Adjacent",357800,19884
"47037019600","Census Tract 196, Davidson County, Tennessee",2019,"Adjacent",209000,19445
"47037019502","Census Tract 195.02, Davidson County, Tennessee",2020,"CBD",423500,118546
"47037019503","Census Tract 195.03, Davidson County, Tennessee",2020,"CBD",336800,105130
"47037011300","Census Tract 113, Davidson County, Tennessee",2020,"Adjacent",235500,46064
"47037011700","Census Tract 117, Davidson County, Tennessee",2020,"Adjacent",362800,33945
"47037011800","Census Tract 118, Davidson County, Tennessee",2020,"Adjacent",285900,72992
"47037011900","Census Tract 119, Davidson County, Tennessee",2020,"Adjacent",278100,41638
"47037012100","Census Tract 121, Davidson County, Tennessee",2020,"Adjacent",532600,46788
"47037012200","Census Tract 122, Davidson County, Tennessee",2020,"Adjacent",433700,26843
"47037012600","Census Tract 126, Davidson County, Tennessee",2020,"Adjacent",293800,30826
"47037012702","Census Tract 127.02, Davidson County, Tennessee",2020,"Adjacent",244700,41318
"47037013400","Census Tract 134, Davidson County, Tennessee",2020,"Adjacent",520900,67900
"47037013500","Census Tract 135, Davidson County, Tennessee",2020,"Adjacent",387100,32766
"47037013600","Census Tract 136, Davidson County, Tennessee",2020,"Adjacent",306400,56223
"47037013701","Census Tract 137.01, Davidson County, Tennessee",2020,"Adjacent",194900,50869
"47037013702","Census Tract 137.02, Davidson County, Tennessee",2020,"Adjacent",229700,103201
"47037013800","Census Tract 138, Davidson County, Tennessee",2020,"Adjacent",169000,49082
"47037013900","Census Tract 139, Davidson County, Tennessee",2020,"Adjacent",224400,44370
"47037014200","Census Tract 142, Davidson County, Tennessee",2020,"Adjacent",272000,79462
"47037014300","Census Tract 143, Davidson County, Tennessee",2020,"Adjacent",238500,82569
"47037014400","Census Tract 144, Davidson County, Tennessee",2020,"Adjacent",202300,49320
"47037015900","Census Tract 159, Davidson County, Tennessee",2020,"Adjacent",222500,96260
"47037016100","Census Tract 161, Davidson County, Tennessee",2020,"Adjacent",376800,76068
"47037016200","Census Tract 162, Davidson County, Tennessee",2020,"Adjacent",394600,118184
"47037016300","Census Tract 163, Davidson County, Tennessee",2020,"Adjacent",577200,60786
"47037016400","Census Tract 164, Davidson County, Tennessee",2020,"Adjacent",611700,110245
"47037016500","Census Tract 165, Davidson County, Tennessee",2020,"Adjacent",NA,NA
"47037016600","Census Tract 166, Davidson County, Tennessee",2020,"Adjacent",350400,16198
"47037016700","Census Tract 167, Davidson County, Tennessee",2020,"Adjacent",759300,77374
"47037016800","Census Tract 168, Davidson County, Tennessee",2020,"Adjacent",585700,122109
"47037016900","Census Tract 169, Davidson County, Tennessee",2020,"Adjacent",594300,62878
"47037017000","Census Tract 170, Davidson County, Tennessee",2020,"Adjacent",650000,208649
"47037017100","Census Tract 171, Davidson County, Tennessee",2020,"Adjacent",505700,96319
"47037017200","Census Tract 172, Davidson County, Tennessee",2020,"Adjacent",211700,16913
"47037017300","Census Tract 173, Davidson County, Tennessee",2020,"Adjacent",249000,38731
"47037019200","Census Tract 192, Davidson County, Tennessee",2020,"Adjacent",439000,125630
"47037019300","Census Tract 193, Davidson County, Tennessee",2020,"Adjacent",537000,180815
"47037019401","Census Tract 194.01, Davidson County, Tennessee",2020,"Adjacent",321800,47244
"47037019402","Census Tract 194.02, Davidson County, Tennessee",2020,"Adjacent",458800,86630
"47037019501","Census Tract 195.01, Davidson County, Tennessee",2020,"Adjacent",329500,48585
"47037019600","Census Tract 196, Davidson County, Tennessee",2020,"Adjacent",223600,11288
"47037019502","Census Tract 195.02, Davidson County, Tennessee",2021,"CBD",392900,112329
"47037019503","Census Tract 195.03, Davidson County, Tennessee",2021,"CBD",342000,79063
"47037011300","Census Tract 113, Davidson County, Tennessee",2021,"Adjacent",269500,76569
"47037011700","Census Tract 117, Davidson County, Tennessee",2021,"Adjacent",389500,44397
"47037011800","Census Tract 118, Davidson County, Tennessee",2021,"Adjacent",300700,80080
"47037011900","Census Tract 119, Davidson County, Tennessee",2021,"Adjacent",294600,37726
"47037012100","Census Tract 121, Davidson County, Tennessee",2021,"Adjacent",558000,40813
"47037012200","Census Tract 122, Davidson County, Tennessee",2021,"Adjacent",451600,26127
"47037012600","Census Tract 126, Davidson County, Tennessee",2021,"Adjacent",316700,23640
"47037012702","Census Tract 127.02, Davidson County, Tennessee",2021,"Adjacent",296800,42482
"47037013400","Census Tract 134, Davidson County, Tennessee",2021,"Adjacent",590300,53795
"47037013500","Census Tract 135, Davidson County, Tennessee",2021,"Adjacent",419400,53526
"47037013600","Census Tract 136, Davidson County, Tennessee",2021,"Adjacent",269800,118542
"47037013701","Census Tract 137.01, Davidson County, Tennessee",2021,"Adjacent",242000,75054
"47037013702","Census Tract 137.02, Davidson County, Tennessee",2021,"Adjacent",301100,196694
"47037013800","Census Tract 138, Davidson County, Tennessee",2021,"Adjacent",209900,42716
"47037013900","Census Tract 139, Davidson County, Tennessee",2021,"Adjacent",275000,54401
"47037014200","Census Tract 142, Davidson County, Tennessee",2021,"Adjacent",352500,222184
"47037014300","Census Tract 143, Davidson County, Tennessee",2021,"Adjacent",290400,72083
"47037014400","Census Tract 144, Davidson County, Tennessee",2021,"Adjacent",272700,46955
"47037015900","Census Tract 159, Davidson County, Tennessee",2021,"Adjacent",227500,75645
"47037016100","Census Tract 161, Davidson County, Tennessee",2021,"Adjacent",434200,43725
"47037016200","Census Tract 162, Davidson County, Tennessee",2021,"Adjacent",571800,87383
"47037016300","Census Tract 163, Davidson County, Tennessee",2021,"Adjacent",580000,46091
"47037016400","Census Tract 164, Davidson County, Tennessee",2021,"Adjacent",601500,93656
"47037016500","Census Tract 165, Davidson County, Tennessee",2021,"Adjacent",NA,NA
"47037016600","Census Tract 166, Davidson County, Tennessee",2021,"Adjacent",364300,22573
"47037016700","Census Tract 167, Davidson County, Tennessee",2021,"Adjacent",831600,58331
"47037016800","Census Tract 168, Davidson County, Tennessee",2021,"Adjacent",658900,80123
"47037016900","Census Tract 169, Davidson County, Tennessee",2021,"Adjacent",631600,75193
"47037017000","Census Tract 170, Davidson County, Tennessee",2021,"Adjacent",799500,207144
"47037017100","Census Tract 171, Davidson County, Tennessee",2021,"Adjacent",569400,114753
"47037017200","Census Tract 172, Davidson County, Tennessee",2021,"Adjacent",238000,29097
"47037017300","Census Tract 173, Davidson County, Tennessee",2021,"Adjacent",260300,18985
"47037019200","Census Tract 192, Davidson County, Tennessee",2021,"Adjacent",536800,60827
"47037019300","Census Tract 193, Davidson County, Tennessee",2021,"Adjacent",479200,153809
"47037019401","Census Tract 194.01, Davidson County, Tennessee",2021,"Adjacent",367600,52675
"47037019402","Census Tract 194.02, Davidson County, Tennessee",2021,"Adjacent",498800,104736
"47037019501","Census Tract 195.01, Davidson County, Tennessee",2021,"Adjacent",262200,36901
"47037019600","Census Tract 196, Davidson County, Tennessee",2021,"Adjacent",236700,7893
"47037019502","Census Tract 195.02; Davidson County; Tennessee",2022,"CBD",403200,110045
"47037019503","Census Tract 195.03; Davidson County; Tennessee",2022,"CBD",365900,48034
"47037011300","Census Tract 113; Davidson County; Tennessee",2022,"Adjacent",338200,39792
"47037011700","Census Tract 117; Davidson County; Tennessee",2022,"Adjacent",487700,43654
"47037011800","Census Tract 118; Davidson County; Tennessee",2022,"Adjacent",443400,68237
"47037011900","Census Tract 119; Davidson County; Tennessee",2022,"Adjacent",337500,72642
"47037012100","Census Tract 121; Davidson County; Tennessee",2022,"Adjacent",655700,50389
"47037012200","Census Tract 122; Davidson County; Tennessee",2022,"Adjacent",563100,82357
"47037012600","Census Tract 126; Davidson County; Tennessee",2022,"Adjacent",393900,53456
"47037012702","Census Tract 127.02; Davidson County; Tennessee",2022,"Adjacent",351200,33342
"47037013400","Census Tract 134; Davidson County; Tennessee",2022,"Adjacent",646300,55010
"47037013500","Census Tract 135; Davidson County; Tennessee",2022,"Adjacent",467700,35021
"47037013600","Census Tract 136; Davidson County; Tennessee",2022,"Adjacent",347000,28433
"47037013701","Census Tract 137.01; Davidson County; Tennessee",2022,"Adjacent",326000,69947
"47037013702","Census Tract 137.02; Davidson County; Tennessee",2022,"Adjacent",214700,212981
"47037013800","Census Tract 138; Davidson County; Tennessee",2022,"Adjacent",272500,60960
"47037013900","Census Tract 139; Davidson County; Tennessee",2022,"Adjacent",343200,71325
"47037014200","Census Tract 142; Davidson County; Tennessee",2022,"Adjacent",535700,131318
"47037014300","Census Tract 143; Davidson County; Tennessee",2022,"Adjacent",327200,64837
"47037014400","Census Tract 144; Davidson County; Tennessee",2022,"Adjacent",358300,352757
"47037015900","Census Tract 159; Davidson County; Tennessee",2022,"Adjacent",314900,50768
"47037016100","Census Tract 161; Davidson County; Tennessee",2022,"Adjacent",538300,56412
"47037016200","Census Tract 162; Davidson County; Tennessee",2022,"Adjacent",652000,148407
"47037016300","Census Tract 163; Davidson County; Tennessee",2022,"Adjacent",856100,201569
"47037016400","Census Tract 164; Davidson County; Tennessee",2022,"Adjacent",689300,261472
"47037016500","Census Tract 165; Davidson County; Tennessee",2022,"Adjacent",NA,NA
"47037016600","Census Tract 166; Davidson County; Tennessee",2022,"Adjacent",424200,66794
"47037016700","Census Tract 167; Davidson County; Tennessee",2022,"Adjacent",903300,71210
"47037016800","Census Tract 168; Davidson County; Tennessee",2022,"Adjacent",765500,87236
"47037016900","Census Tract 169; Davidson County; Tennessee",2022,"Adjacent",850400,79908
"47037017000","Census Tract 170; Davidson County; Tennessee",2022,"Adjacent",919900,149684
"47037017100","Census Tract 171; Davidson County; Tennessee",2022,"Adjacent",638900,146518
"47037017200","Census Tract 172; Davidson County; Tennessee",2022,"Adjacent",330300,49987
"47037017300","Census Tract 173; Davidson County; Tennessee",2022,"Adjacent",324300,49699
"47037019200","Census Tract 192; Davidson County; Tennessee",2022,"Adjacent",586500,75983
"47037019300","Census Tract 193; Davidson County; Tennessee",2022,"Adjacent",495800,246642
"47037019401","Census Tract 194.01; Davidson County; Tennessee",2022,"Adjacent",424300,68390
"47037019402","Census Tract 194.02; Davidson County; Tennessee",2022,"Adjacent",545400,104244
"47037019501","Census Tract 195.01; Davidson County; Tennessee",2022,"Adjacent",267400,32867
"47037019600","Census Tract 196; Davidson County; Tennessee",2022,"Adjacent",260800,21395
